customer_id,signup_date,country,city,gender,age,membership_tier,tenure_months,avg_session_length,sessions_per_month,support_tickets,last_payment_method,is_mobile_user,num_devices,email_click_rate,referral_count,discount_rate,satisfaction_score,monthly_spend,churn,total_session_time,complaint_rate,clicks_per_session,device_per_session,referral_per_month,loyalty_score,engagement_index,referral_value_score,discount_sensitivity,mobile_loyalty_flag,signup_month,signup_dayofweek
100061,2023-08-27,malaysia,johor bahru,male,44,vip,26,24.79,21,0,credit card,True,3,0.092,1,0.134,9.0,75.18,0,520.59,0.0,0.004380743774105995,0.14285034045997808,0.03846005922849121,234.0,4685.31,9.0,0.0,1,8,6
100062,2025-07-09,vietnam,ho chi minh,male,27,basic,4,22.71,15,1,credit card,True,5,0.181,0,0.046,4.4,45.43,0,340.65000000000003,0.2499375156210947,0.012065862275848277,0.33331111259249385,0.0,17.6,1498.8600000000004,0.0,0.0,1,7,2
100063,2018-12-08,malaysia,penang,male,39,basic,84,26.35,21,2,credit card,True,5,0.339,0,0.157,6.5,61.21,0,553.35,0.023809240366186115,0.016142088471977525,0.23808390076663014,0.0,546.0,3596.775,0.0,0.0,1,12,5
100064,2020-09-29,malaysia,shah alam,male,32,basic,62,28.31,12,2,credit card,True,2,0.284,0,0.015,4.7,67.08,0,339.71999999999997,0.032257544233157534,0.0236646946087826,0.16665277893508876,0.0,291.40000000000003,1596.684,0.0,0.0,1,9,1
100065,2020-04-17,indonesia,surabaya,male,34,standard,67,26.26,21,0,e-wallet,True,3,0.053,0,0.083,8.5,54.01,0,551.46,0.0,0.0025236893481262795,0.14285034045997808,0.0,569.5,4687.41,0.0,0.0,1,4,4
100066,2019-09-20,malaysia,kuala lumpur,male,31,standard,74,11.35,13,1,credit card,True,2,0.407,0,0.1,4.9,8.29,0,147.54999999999998,0.01351333090093377,0.031305284208907005,0.15383432043688947,0.0,362.6,722.995,0.0,0.0,1,9,4
100067,2025-09-19,vietnam,hanoi,other,33,standard,1,17.92,15,1,credit card,False,6,0.286,1,0.009,5.7,67.24,0,268.8,0.9990009990009991,0.019065395640290646,0.3999733351109926,0.9990009990009991,5.7,1532.16,5.7,0.0,0,9,4
100068,2021-06-26,malaysia,ipoh,male,45,basic,53,12.89,13,3,e-wallet,True,4,0.023,1,0.185,6.0,53.6,0,167.57,0.056602705609328126,0.0017690946850242289,0.30766864087377893,0.01886756853644271,318.0,1005.42,6.0,0.0,1,6,5
100069,2019-12-11,brunei,unknown,male,34,premium,72,3.0,17,0,paypal,True,5,0.078,1,0.051,7.0,67.86,0,51.0,0.0,0.004587965413799188,0.2941003470384095,0.013888695990333468,504.0,357.0,7.0,0.0,1,12,2
100070,2020-01-09,thailand,pattaya,female,30,basic,71,27.95,20,0,e-wallet,True,3,0.188,0,0.096,8.5,42.49,0,559.0,0.0,0.009399530023498824,0.14999250037498124,0.0,603.5,4751.5,0.0,0.0,1,1,3
100071,2024-02-03,malaysia,kuala lumpur,female,36,basic,21,27.09,15,0,credit card,True,4,0.292,0,0.106,5.2,44.66,0,406.35,0.0,0.019465368975401638,0.26664889007399506,0.0,109.2,2113.02,0.0,0.0,1,2,5
100072,2022-11-14,malaysia,shah alam,other,18,standard,36,21.94,27,0,credit card,True,6,0.379,0,0.104,6.8,59.66,0,592.38,0.0,0.014036517166030887,0.2222139920743676,0.0,244.79999999999998,4028.1839999999997,0.0,0.0,1,11,0
100073,2020-08-03,vietnam,da nang,male,28,basic,64,15.72,16,2,credit card,True,5,0.086,0,0.086,4.0,53.94,0,251.52,0.031249511726379273,0.005374664083494781,0.31248046997062684,0.0,256.0,1006.08,0.0,0.0,1,8,0
100074,2024-08-01,thailand,chiang mai,female,46,standard,15,21.74,15,0,credit card,False,1,0.494,0,0.09,6.7,45.01,0,326.09999999999997,0.0,0.03293113792413839,0.06666222251849876,0.0,100.5,2184.87,0.0,0.0,0,8,3
100075,2019-05-10,thailand,bangkok,female,34,basic,79,17.6,20,0,credit card,True,8,0.272,0,0.146,6.7,38.26,0,352.0,0.0,0.0135993200339983,0.39998000099994996,0.0,529.3000000000001,2358.4,0.0,0.0,1,5,4
100076,2018-02-04,thailand,phuket,female,31,basic,94,30.81,18,0,e-wallet,True,2,0.189,0,0.091,9.2,74.54,0,554.5799999999999,0.0,0.010499416699072273,0.1111049386145214,0.0,864.8,5102.135999999999,0.0,0.0,1,2,6
100077,2021-12-01,malaysia,kuala lumpur,female,37,basic,47,18.92,18,2,e-wallet,True,3,0.392,0,0.058,4.0,58.05,0,340.56000000000006,0.042552286121571886,0.0217765679684462,0.1666574079217821,0.0,188.0,1362.2400000000002,0.0,0.0,1,12,2
100078,2023-06-15,malaysia,ipoh,female,35,basic,29,15.25,23,0,e-wallet,True,4,0.252,0,0.027,8.2,60.38,0,350.75,0.0,0.010956045389330898,0.1739054823703317,0.0,237.79999999999998,2876.1499999999996,0.0,0.0,1,6,3
100079,2020-03-28,malaysia,shah alam,female,47,basic,68,25.45,18,2,credit card,False,3,0.583,0,0.142,5.1,63.2,0,458.09999999999997,0.029411332186291377,0.032387089606132985,0.1666574079217821,0.0,346.79999999999995,2336.3099999999995,0.0,0.0,0,3,5
100080,2018-01-10,vietnam,can tho,female,31,basic,95,14.73,19,0,credit card,False,5,0.235,1,0.146,6.8,64.73,0,279.87,0.0,0.012367770117362243,0.2631440450502605,0.010526204987315923,646.0,1903.116,6.8,0.0,0,1,2
100081,2020-09-12,indonesia,bandung,male,31,standard,62,27.65,18,1,credit card,True,4,0.272,0,0.079,4.6,61.99,0,497.7,0.016128772116578767,0.015110271651574912,0.2222098772290428,0.0,285.2,2289.4199999999996,0.0,0.0,1,9,5
100082,2022-10-04,malaysia,ipoh,female,33,basic,37,21.53,22,0,credit card,True,6,0.049,0,0.116,7.4,60.24,0,473.66,0.0,0.0022271714922048997,0.27271487659651833,0.0,273.8,3505.0840000000003,0.0,0.0,1,10,1
100083,2025-01-22,malaysia,unknown,female,44,standard,9,29.29,21,1,debit card,True,2,0.453,0,0.153,5.7,44.4,0,615.09,0.11109876680368849,0.02157040140945669,0.09523356030665206,0.0,51.300000000000004,3506.0130000000004,0.0,0.0,1,1,2
100084,2022-04-08,malaysia,ipoh,male,36,standard,43,29.98,19,0,paypal,True,3,0.228,0,0.111,6.0,66.17,0,569.62,0.0,0.011999368454291878,0.1578864270301563,0.0,258.0,3417.7200000000003,0.0,0.0,1,4,4
100085,2023-11-13,malaysia,kuala lumpur,other,54,premium,24,11.57,18,0,debit card,True,2,0.263,0,0.055,5.9,57.69,0,208.26,0.0,0.014610299427809566,0.1111049386145214,0.0,141.60000000000002,1228.734,0.0,0.0,1,11,0
100086,2025-03-08,thailand,chiang mai,male,34,premium,8,22.52,14,0,bank transfer,False,5,0.231,0,0.076,6.9,67.57,0,315.28,0.0,0.01649882151274909,0.3571173487608028,0.0,55.2,2175.432,0.0,0.0,0,3,5
100087,2019-03-26,indonesia,denpasar,male,51,basic,80,21.63,18,1,e-wallet,True,6,0.09,0,0.09,5.9,61.89,0,389.34,0.0124998437519531,0.004999722237653464,0.3333148158435642,0.0,472.0,2297.1059999999998,0.0,0.0,1,3,1
100088,2021-05-28,philippines,quezon city,female,27,basic,54,21.08,14,1,bank transfer,False,4,0.073,2,0.072,8.2,5.57,0,295.12,0.01851817558934094,0.005213913291907721,0.28569387900864224,0.03703635117868188,442.79999999999995,2419.984,16.4,0.0,0,5,4
100089,2023-11-14,singapore,unknown,male,22,standard,24,31.28,15,0,credit card,True,4,0.498,4,0.098,6.5,67.3,0,469.20000000000005,0.0,0.033197786814212385,0.26664889007399506,0.166659722511562,156.0,3049.8,26.0,0.0,1,11,1
100090,2020-05-14,malaysia,shah alam,male,34,standard,66,21.87,14,0,e-wallet,True,2,0.227,0,0.064,6.9,33.88,0,306.18,0.0,0.01621312763374045,0.14284693950432112,0.0,455.40000000000003,2112.6420000000003,0.0,0.0,1,5,3
100091,2022-12-06,thailand,hat yai,male,45,basic,35,10.91,21,2,e-wallet,True,5,0.265,1,0.017,6.8,40.57,0,229.11,0.05714122453644182,0.012618446740631398,0.23808390076663014,0.02857061226822091,238.0,1557.948,6.8,0.0,1,12,1
100092,2025-06-09,thailand,hat yai,male,31,standard,5,18.33,16,1,credit card,True,3,0.289,0,0.135,7.9,52.37,0,293.28,0.1999600079984003,0.018061371164302228,0.18748828198237608,0.0,39.5,2316.912,0.0,0.0,1,6,0
100093,2018-07-26,indonesia,denpasar,other,29,premium,88,16.4,15,2,credit card,True,6,0.158,0,0.07,4.7,32.76,0,245.99999999999997,0.022727014465744707,0.010532631157922806,0.3999733351109926,0.0,413.6,1156.1999999999998,0.0,0.0,1,7,3
100094,2022-12-15,thailand,bangkok,male,44,standard,35,18.7,17,1,credit card,True,5,0.206,0,0.054,5.8,64.95,0,317.9,0.02857061226822091,0.01211693429798247,0.2941003470384095,0.0,203.0,1843.8199999999997,0.0,0.0,1,12,3
100095,2020-04-29,singapore,tampines,male,41,standard,67,21.88,16,0,e-wallet,True,2,0.234,0,0.086,9.2,75.57,0,350.08,0.0,0.014624085994625335,0.12499218798825072,0.0,616.4,3220.7359999999994,0.0,0.0,1,4,2
100096,2018-09-03,indonesia,medan,other,28,basic,87,16.42,18,0,credit card,False,2,0.111,0,0.068,7.1,56.88,0,295.56000000000006,0.0,0.006166324093105938,0.1111049386145214,0.0,617.6999999999999,2098.476,0.0,0.0,0,9,0
100097,2022-10-01,singapore,central,other,27,basic,37,26.9,29,1,debit card,True,4,0.336,1,0.076,7.1,73.66,0,780.0999999999999,0.027026296586578742,0.01158580738595221,0.13792627840419294,0.027026296586578742,262.7,5538.709999999999,7.1,0.0,1,10,5
100098,2023-06-21,malaysia,shah alam,male,42,basic,29,34.16,11,0,paypal,True,3,0.481,1,0.091,6.7,37.48,0,375.76,0.0,0.04372329788201073,0.2727024815925825,0.034481569601048236,194.3,2517.592,6.7,0.0,1,6,2
100099,2023-11-01,malaysia,kuala lumpur,female,20,basic,24,23.41,17,1,bank transfer,False,3,0.305,0,0.051,6.4,37.02,0,397.97,0.0416649306278905,0.017940121169342977,0.1764602082230457,0.0,153.60000000000002,2547.0080000000003,0.0,0.0,0,11,2
100100,2018-11-13,malaysia,ipoh,male,45,premium,85,28.3,29,2,debit card,False,5,0.231,0,0.09,6.2,64.37,0,820.7,0.023529134951353513,0.007965242577842143,0.1724078480052412,0.0,527.0,5088.34,0.0,0.0,0,11,1
100101,2025-05-16,indonesia,medan,male,41,basic,5,14.04,24,0,paypal,False,2,0.231,0,0.01,7.5,34.81,0,336.96,0.0,0.009624598975042706,0.083329861255781,0.0,37.5,2527.2,0.0,0.0,0,5,4
100102,2024-08-14,malaysia,ipoh,male,18,basic,15,21.94,22,1,paypal,True,3,0.453,1,0.042,6.7,67.73,0,482.68,0.06666222251849876,0.020589973183037135,0.13635743829825916,0.06666222251849876,100.5,3233.956,6.7,0.0,1,8,2
100103,2025-08-28,singapore,woodlands,female,35,basic,2,32.96,13,0,unknown,True,3,0.313,1,0.069,6.9,52.33,0,428.48,0.0,0.024075071148373203,0.2307514806553342,0.49975012493753124,13.8,2956.512,6.9,0.0,1,8,3
100104,2022-09-16,philippines,davao,female,18,standard,38,31.79,26,1,e-wallet,False,5,0.007,1,0.068,8.7,72.78,0,826.54,0.02631509697113234,0.00026922041459943847,0.19230029614245606,0.02631509697113234,330.59999999999997,7190.897999999999,8.7,0.0,0,9,4
100105,2025-05-01,malaysia,kuala lumpur,male,24,standard,6,17.34,12,0,credit card,True,5,0.129,0,0.115,5.5,65.39,0,208.07999999999998,0.0,0.010749104241313225,0.41663194733772185,0.0,33.0,1144.4399999999998,0.0,0.0,1,5,3
100106,2024-02-06,singapore,jurong,male,35,standard,21,31.91,14,1,credit card,True,3,0.129,0,0.073,7.7,49.31,0,446.74,0.04761678015332603,0.009213627598028714,0.2142704092564817,0.0,161.70000000000002,3439.898,0.0,0.0,1,2,1
