customer_id,signup_date,country,city,gender,age,membership_tier,tenure_months,avg_session_length,sessions_per_month,support_tickets,last_payment_method,is_mobile_user,num_devices,email_click_rate,referral_count,discount_rate,satisfaction_score,monthly_spend,churn
100035,2022-06-27,Vietnam,Da Nang,male,38.0,Basic,41,19.93,14.0,1,E-Wallet,True,3,0.1,0,0.125,5.9,28.58,0
100036,2024-04-30,Malaysia,Ipoh,Other,26.0,Basic,18,18.3,13.0,1,Debit Card,True,2,0.563,1,0.067,2.4,35.17,0
100037,2025-08-27,Malaysia,Ipoh,Female,36.0,Basic,2,14.23,19.0,0,Bank Transfer,True,2,0.222,0,0.037,5.6,85.35,0
100038,2018-08-21,Thailand,Chiang Mai,Male,30.0,Basic,87,14.55,24.0,0,PayPal,True,4,0.171,0,0.089,8.4,42.25,0
100039,2025-06-20,Singapore,Central,Male,31.0,Basic,4,20.72,16.0,1,E-Wallet,False,3,0.076,0,0.145,6.4,57.31,0
100040,2018-08-21,Malaysia,Johor Bahru,Male,37.0,Standard,87,27.4,19.0,1,Debit Card,False,6,0.059,1,0.035,5.9,52.17,0
100041,2019-07-12,Singapore,Yishun,Male,31.0,Standard,77,16.76,14.0,0,Credit Card,True,3,0.498,1,0.09,4.5,79.0,0
100042,2025-06-21,Malaysia,Penang,Male,46.0,Premium,4,3.29,18.0,1,Debit Card,True,1,0.245,0,0.15,6.8,20.01,0
100043,2023-05-04,Philippines,Manila,Female,34.0,Standard,30,21.25,24.0,0,E-Wallet,True,1,0.291,1,0.038,7.4,64.11,0
100044,2021-12-30,Malaysia,Johor Bahru,Female,44.0,Basic,46,24.27,25.0,1,Bank Transfer,True,4,0.296,0,0.14,6.3,47.68,0
100045,2018-12-01,Indonesia,Surabaya,Female,28.0,Basic,84,20.05,19.0,0,Debit Card,True,4,0.492,1,0.115,7.1,40.82,0
100046,2024-09-17,Malaysia,Ipoh,Male,28,Premium,13,22.34,20.0,0,Bank Transfer,True,2,0.292,1,0.063,7.0,65.95,0
100047,2018-09-13,Indonesia,Surabaya,Male,20.0,Premium,87,29.37,18.0,0,PayPal,True,4,0.479,0,0.048,5.9,66.85,0
100048,2020-12-25,Indonesia,Bandung,Female,31.0,Standard,59,21.45,13.0,0,E-Wallet,True,3,0.252,0,,7.5,59.5,0
100049,2020-02-11,Malaysia,Johor Bahru,,33.0,Basic,69,28.53,19.0,1,Credit Card,True,3,0.071,0,0.118,5.8,57.07,0
100050,2020-08-03,Brunei,Tutong,Female,36,Premium,64,24.48,11.0,0,Credit Card,True,3,0.167,0,0.117,5.0,57.26,0
100051,2021-01-16,Thailand,Chiang Mai,Female,41.0,Basic,58,14.48,19.0,0,Credit Card,False,4,0.158,0,0.087,7.0,54.8,0
100052,2018-11-07,Philippines,Manila,Female,41.0,Basic,85,30.93,26.0,0,PayPal,False,2,0.125,0,0.116,10.0,69.64,0
100053,2022-05-14,Philippines,Manila,Female,45.0,Premium,42,11.22,24.0,0,PayPal,False,6,0.289,0,0.074,6.3,64.86,0
100054,2025-06-22,Indonesia,Denpasar,Male,27.0,Premium,4,5.27,16.0,1,PayPal,True,2,0.5,0,0.023,4.5,90.09,0
100055,2021-07-05,Philippines,Baguio,Female,35.0,Standard,52,22.8,13.0,3,,True,6,0.379,1,0.0,4.0,66.27,0
100056,2022-05-01,Malaysia,Shah Alam,Male,26.0,Basic,42,26.79,16.0,1,Debit Card,False,2,0.245,0,0.016,5.1,68.01,0
100057,2023-12-17,Malaysia,Kuala Lumpur,Male,39.0,Standard,23,,18.0,2,Credit Card,True,4,0.213,0,0.043,6.4,62.88,0
100058,2025-09-29,Malaysia,Kuala Lumpur,Female,51.0,Standard,1,12.34,12.0,2,Bank Transfer,True,2,0.13,0,0.0,4.2,47.32,0
100059,2024-07-01,Malaysia,Kuala Lumpur,Male,24.0,Standard,16,23.17,18.0,1,Credit Card,False,2,0.447,1,0.118,5.0,30.76,0
100060,2020-02-29,Malaysia,Kuala Lumpur,Male,41.0,Standard,69,8.71,,1,E-Wallet,True,3,0.488,0,0.108,5.0,55.66,0
100061,2023-08-27,Malaysia,Johor Bahru,Male,44.0,VIP,26,24.79,21.0,0,Credit Card,True,3,0.092,1,0.134,9.0,75.18,0
100062,2025-07-09,Vietnam,Ho Chi Minh,Male,27.0,Basic,4,22.71,15.0,1,Credit Card,True,5,0.181,0,0.046,4.4,45.43,0
100063,2018-12-08,Malaysia,Penang,Male,39.0,Basic,84,26.35,21.0,2,Credit Card,True,5,0.339,0,0.157,6.5,61.21,0
100064,2020-09-29,Malaysia,Shah Alam,Male,32.0,Basic,62,28.31,12.0,2,Credit Card,True,2,0.284,0,0.015,4.7,67.08,0
100065,2020-04-17,Indonesia,Surabaya,Male,34.0,Standard,67,26.26,21.0,0,E-Wallet,True,3,0.053,0,0.083,8.5,54.01,0
100066,2019-09-20,Malaysia,Kuala Lumpur,Male,31.0,Standard,74,11.35,13.0,1,Credit Card,True,2,0.407,0,0.1,4.9,8.29,0
100067,2025-09-19,Vietnam,Hanoi,Other,33.0,Standard,1,17.92,15.0,1,Credit Card,False,6,0.286,1,0.009,5.7,67.24,0
100068,2021-06-26,Malaysia,Ipoh,Male,45.0,Basic,53,12.89,13.0,3,E-Wallet,True,4,0.023,1,0.185,6.0,53.6,0
100069,2019-12-11,Brunei,,Male,34.0,Premium,72,3.0,17.0,0,PayPal,True,5,0.078,1,0.051,7.0,67.86,0
100070,2020-01-09,Thailand,Pattaya,Female,30.0,Basic,71,27.95,20.0,0,E-Wallet,True,3,0.188,0,0.096,8.5,42.49,0
100071,2024-02-03,Malaysia,Kuala Lumpur,Female,36.0,Basic,21,27.09,15.0,0,Credit Card,True,4,0.292,0,0.106,5.2,44.66,0
100072,2022-11-14,Malaysia,Shah Alam,,18.0,Standard,36,,27.0,0,Credit Card,True,6,0.379,0,0.104,6.8,59.66,0
100073,2020-08-03,Vietnam,Da Nang,Male,28.0,Basic,64,15.72,16.0,2,Credit Card,True,5,0.086,0,0.086,4.0,53.94,0
100074,2024-08-01,Thailand,Chiang Mai,Female,46.0,Standard,15,21.74,15.0,0,Credit Card,False,1,0.494,0,0.09,6.7,45.01,0
100075,2019-05-10,Thailand,Bangkok,Female,34.0,Basic,79,17.6,20.0,0,Credit Card,True,8,0.272,0,0.146,6.7,38.26,0
100076,2018-02-04,Thailand,Phuket,Female,31.0,Basic,94,30.81,18.0,0,E-Wallet,True,2,0.189,0,0.091,9.2,74.54,0
100077,2021-12-01,Malaysia,Kuala Lumpur,Female,37.0,Basic,47,18.92,18.0,2,E-Wallet,True,3,0.392,0,0.058,4.0,58.05,0
100078,2023-06-15,Malaysia,Ipoh,Female,,Basic,29,15.25,23.0,0,E-Wallet,True,4,0.252,0,0.027,8.2,60.38,0
100079,2020-03-28,Malaysia,Shah Alam,Female,47.0,Basic,68,25.45,18.0,2,Credit Card,False,3,0.583,0,0.142,5.1,63.2,0
100080,2018-01-10,Vietnam,Can Tho,Female,31.0,Basic,95,14.73,19.0,0,Credit Card,False,5,0.235,1,0.146,6.8,64.73,0
100081,2020-09-12,Indonesia,Bandung,Male,31,Standard,62,27.65,18.0,1,Credit Card,True,4,0.272,0,,4.6,61.99,0
100082,2022-10-04,Malaysia,Ipoh,Female,33.0,Basic,37,21.53,22.0,0,Credit Card,True,6,0.049,0,0.116,7.4,60.24,0
100083,2025-01-22,Malaysia,,Female,44.0,Standard,9,29.29,21.0,1,Debit Card,True,2,0.453,0,0.153,5.7,44.4,0
100084,2022-04-08,Malaysia,Ipoh,male,36.0,Standard,43,29.98,19.0,0,PayPal,True,3,0.228,0,0.111,6.0,66.17,0
100085,2023-11-13,Malaysia,Kuala Lumpur,Other,54.0,Premium,24,11.57,18.0,0,Debit Card,True,2,0.263,0,0.055,5.9,57.69,0
100086,2025-03-08,Thailand,Chiang Mai,Male,34.0,Premium,8,22.52,14.0,0,Bank Transfer,False,5,,0,0.076,6.9,67.57,0
100087,2019-03-26,Indonesia,Denpasar,Male,51.0,Basic,80,21.63,18.0,1,E-Wallet,True,6,0.09,0,0.09,5.9,61.89,0
100088,2021-05-28,Philippines,Quezon City,Female,27.0,Basic,54,21.08,14.0,1,Bank Transfer,False,4,0.073,2,0.072,8.2,5.57,0
100089,2023-11-14,Singapore,,Male,22.0,Standard,24,31.28,15.0,0,Credit Card,True,4,0.498,4,0.098,6.5,67.3,0
100090,2020-05-14,Malaysia,Shah Alam,Male,34.0,Standard,66,21.87,14.0,0,E-Wallet,True,2,0.227,0,0.064,6.9,33.88,0
100091,2022-12-06,Thailand,Hat Yai,Male,45.0,Basic,35,10.91,21.0,2,E-Wallet,True,5,0.265,1,0.017,6.8,40.57,0
100092,2025-06-09,Thailand,Hat Yai,male,31.0,Standard,5,18.33,16.0,1,Credit Card,True,3,0.289,0,0.135,7.9,52.37,0
100093,2018-07-26,Indonesia,Denpasar,,29.0,Premium,88,16.4,15.0,2,Credit Card,True,6,0.158,0,0.07,4.7,32.76,0
100094,2022-12-15,Thailand,Bangkok,Male,44.0,Standard,35,18.7,17.0,1,Credit Card,True,5,0.206,0,0.054,5.8,64.95,0
100095,2020-04-29,Singapore,Tampines,Male,41.0,Standard,67,21.88,16.0,0,E-Wallet,True,2,0.234,0,0.086,9.2,75.57,0
100096,2018-09-03,Indonesia,Medan,Other,28.0,Basic,87,16.42,18.0,0,Credit Card,False,2,0.111,0,0.068,7.1,56.88,0
100097,2022-10-01,Singapore,Central,Other,27.0,Basic,37,26.9,29.0,1,Debit Card,True,4,0.336,1,0.076,7.1,73.66,0
100098,2023-06-21,Malaysia,Shah Alam,Male,42.0,Basic,29,34.16,11.0,0,PayPal,True,3,0.481,1,0.091,6.7,37.48,0
100099,2023-11-01,Malaysia,Kuala Lumpur,Female,20.0,Basic,24,23.41,17.0,1,Bank Transfer,False,3,0.305,0,0.051,6.4,37.02,0
100100,2018-11-13,Malaysia,Ipoh,Male,45.0,Premium,85,28.3,29.0,2,Debit Card,False,5,,0,0.09,6.2,64.37,0
100101,2025-05-16,Indonesia,Medan,Male,41.0,Basic,5,14.04,24.0,0,PayPal,False,2,,0,0.01,7.5,34.81,0
100102,2024-08-14,Malaysia,Ipoh,Male,18.0,Basic,15,,22.0,1,PayPal,True,3,0.453,1,0.042,6.7,67.73,0
100103,2025-08-28,Singapore,Woodlands,Female,35.0,Basic,2,32.96,13.0,0,,True,3,0.313,1,0.069,6.9,52.33,0
100104,2022-09-16,Philippines,Davao,Female,18.0,Standard,38,31.79,26.0,1,E-Wallet,False,5,0.007,1,0.068,8.7,72.78,0
100105,2025-05-01,Malaysia,Kuala Lumpur,male,24.0,Standard,6,17.34,12.0,0,Credit Card,True,5,0.129,0,0.115,5.5,65.39,0
100106,2024-02-06,Singapore,Jurong,Male,,Standard,21,31.91,14.0,1,Credit Card,True,3,0.129,0,0.073,7.7,49.31,0
100107,2022-12-12,Thailand,Bangkok,Male,24.0,Premium,35,36.08,19.0,3,Debit Card,True,4,0.206,0,0.12,6.7,69.99,0
100108,2025-04-03,Malaysia,Penang,Female,55.0,Standard,7,17.51,10.0,0,PayPal,True,4,0.335,1,0.084,7.3,41.95,0
100109,2019-08-23,Malaysia,Shah Alam,Female,43.0,Basic,75,27.61,26.0,0,Bank Transfer,True,3,0.084,0,0.117,6.8,59.0,0
100110,2021-01-11,Malaysia,Penang,Male,47.0,Standard,58,17.39,21.0,1,PayPal,False,1,0.215,0,0.0,7.0,68.39,0
100111,2022-04-05,Malaysia,Penang,female,34.0,Premium,43,11.15,16.0,1,Credit Card,True,3,0.191,0,0.099,5.2,46.71,0
100112,2020-04-20,Philippines,Manila,Male,35.0,Basic,67,20.29,17.0,2,PayPal,True,4,0.135,1,0.098,6.5,14.92,0
100113,2018-12-14,Vietnam,Da Nang,Female,49.0,Basic,84,17.5,15.0,0,Credit Card,False,1,0.583,0,0.128,6.1,19.23,0
100114,2021-07-19,Indonesia,Denpasar,Female,39.0,Premium,52,20.91,17.0,1,E-Wallet,True,4,0.193,0,0.166,7.3,64.5,0
100115,2018-11-27,Vietnam,Hanoi,Male,41.0,Basic,84,3.0,20.0,1,E-Wallet,True,7,0.262,2,0.052,6.0,30.02,0
100116,2019-09-02,Vietnam,Can Tho,Female,27,Standard,75,,15.0,0,Credit Card,True,4,0.21,0,0.182,5.9,48.49,0
100117,2023-04-29,Malaysia,Penang,female,27.0,Premium,30,20.14,16.0,2,Debit Card,True,3,0.194,0,0.026,5.9,87.01,0
100118,2020-01-14,Philippines,Baguio,Male,37.0,Basic,70,28.0,15.0,0,Debit Card,False,3,0.318,0,0.083,6.0,78.71,0
100119,2019-07-23,Indonesia,Surabaya,Male,38.0,Standard,76,18.33,16.0,0,,False,2,0.181,0,0.113,7.9,89.81,0
100120,2022-08-12,Vietnam,Hanoi,Female,26.0,Basic,39,35.86,18.0,0,Credit Card,True,1,0.088,0,0.084,7.8,82.81,0
100121,2024-09-02,Philippines,Davao,Male,38.0,Basic,14,18.5,9.0,1,Debit Card,False,1,0.165,0,0.074,4.6,34.14,0
100122,2020-08-28,Malaysia,Johor Bahru,Male,24.0,Standard,63,22.9,15.0,2,Debit Card,True,4,0.654,0,0.145,4.1,28.26,0
100123,2020-01-17,Malaysia,Kuala Lumpur,Male,35.0,Basic,70,14.14,22.0,2,Credit Card,True,4,0.37,0,0.023,6.5,70.48,0
100124,2023-12-25,Malaysia,Johor Bahru,Female,22.0,Standard,22,22.78,16.0,1,Credit Card,True,5,0.143,0,0.091,4.7,54.9,0
100125,2022-10-31,Singapore,Woodlands,Female,47.0,Basic,36,24.15,20.0,0,Debit Card,True,3,0.283,0,0.022,9.1,53.82,0
100126,2021-10-16,Vietnam,Hai Phong,Female,32.0,Basic,49,17.47,10.0,0,Credit Card,True,4,0.286,1,0.013,6.3,20.25,0
100127,2024-05-18,Vietnam,Hai Phong,Female,29.0,Basic,18,28.07,14.0,0,E-Wallet,True,3,0.322,1,0.025,7.1,42.46,0
100128,2021-05-10,Malaysia,Ipoh,Male,25.0,Premium,54,17.5,16.0,1,Credit Card,True,4,0.1,0,0.14,5.5,81.87,0
100129,2020-10-15,Singapore,Jurong,female,24.0,Basic,61,31.07,19.0,3,Credit Card,True,3,0.325,1,0.042,5.2,30.97,0
100130,2025-08-23,Singapore,Central,Female,39.0,Basic,2,11.04,14.0,0,Credit Card,False,2,0.293,0,0.038,4.1,37.27,0
100131,2025-01-22,Malaysia,Kuala Lumpur,male,44.0,Standard,9,21.48,16.0,0,PayPal,True,3,0.282,0,0.137,6.9,45.5,0
100132,2018-01-16,Malaysia,Ipoh,Male,43.0,Standard,95,43.02,19.0,1,Credit Card,True,3,0.47,0,0.057,5.9,69.84,0
100133,2019-07-22,Malaysia,Kuala Lumpur,Male,48.0,Basic,76,3.0,18.0,1,Credit Card,False,3,0.202,2,0.058,6.9,22.16,0
100134,2023-07-18,Philippines,Quezon City,Female,51.0,Premium,28,29.63,20.0,2,Debit Card,True,7,0.17,0,0.192,7.5,82.71,0
100135,2022-06-02,Malaysia,Johor Bahru,Female,44.0,VIP,41,24.53,27.0,0,Credit Card,False,2,0.128,0,0.045,8.8,84.47,0
100136,2023-09-09,Singapore,Central,Female,30.0,Basic,26,19.54,15.0,0,E-Wallet,False,2,0.049,1,0.057,7.4,57.17,0
100137,2022-03-23,Thailand,Bangkok,Other,37.0,Basic,44,30.8,23.0,1,Credit Card,True,4,0.08,0,0.073,8.6,42.04,0
100138,2023-04-16,Malaysia,Penang,Male,18.0,Premium,31,25.42,23.0,0,Credit Card,False,8,0.385,0,0.182,4.8,64.02,0
100139,2025-06-04,Brunei,Kuala Belait,Female,41.0,Basic,5,19.64,28.0,1,Credit Card,True,4,0.033,0,0.054,6.1,58.81,0
100140,2023-09-01,Brunei,Kuala Belait,,36.0,Premium,26,,16.0,1,Credit Card,True,2,0.354,0,0.0,7.3,50.54,0
100141,2021-12-25,Malaysia,Johor Bahru,Male,49.0,Basic,47,18.62,10.0,2,Debit Card,True,2,0.511,1,0.116,3.6,31.79,0
100142,2022-08-30,Singapore,Woodlands,Female,28.0,Standard,38,20.03,,3,Debit Card,True,4,0.023,0,0.026,4.8,42.7,0
100143,2025-05-31,Malaysia,Shah Alam,Male,40.0,VIP,5,,17.0,2,Credit Card,True,4,0.319,0,0.081,6.2,66.58,0
100144,2021-12-04,Malaysia,Shah Alam,Female,26.0,Basic,47,15.64,16.0,1,PayPal,False,4,0.103,0,0.02,6.9,57.39,0
100145,2018-11-21,Malaysia,Johor Bahru,Female,34.0,Basic,84,23.2,18.0,0,Credit Card,True,2,0.136,1,0.059,8.9,40.13,0
100146,2021-08-14,Indonesia,Surabaya,Female,20.0,Standard,51,16.79,9.0,0,E-Wallet,True,2,0.428,0,0.062,7.2,26.05,0
100147,2024-02-07,Singapore,Tampines,Female,<NA>,Premium,21,23.09,22.0,1,PayPal,False,5,0.214,0,0.137,8.1,59.48,0
100148,2018-05-02,Malaysia,Kuala Lumpur,Male,44.0,Basic,91,37.3,12.0,0,Debit Card,True,3,0.387,1,0.0,4.8,154.8142337170208,0
100149,2023-12-12,Malaysia,Ipoh,Female,31.0,Premium,23,28.83,22.0,0,E-Wallet,False,4,0.272,1,0.073,7.0,58.92,0
100150,2022-01-16,Philippines,Baguio,Male,37,Standard,46,21.69,22.0,0,PayPal,False,6,0.212,2,0.129,8.8,49.4,0
100151,2018-09-23,Malaysia,Kuala Lumpur,Female,35.0,VIP,86,12.55,19.0,0,Bank Transfer,False,2,0.212,0,0.142,9.2,78.88,0
100152,2018-01-28,Malaysia,Penang,Female,29,Standard,94,23.13,24.0,0,E-Wallet,True,4,0.352,0,0.077,8.6,75.84,0
100153,2021-07-06,Singapore,Central,Female,,Standard,52,36.29,17.0,2,Bank Transfer,True,3,0.152,0,0.028,6.4,52.86,0
100154,2023-10-26,Brunei,Bandar Seri Begawan,Male,31.0,Premium,24,13.94,17.0,1,Credit Card,True,4,0.216,0,0.181,6.9,38.98,0
100155,2019-03-08,Malaysia,Ipoh,Female,44.0,Basic,81,4.44,20.0,3,Credit Card,False,3,0.416,0,0.063,4.5,11.41,0
100156,2020-05-28,Indonesia,Bandung,Female,33.0,Premium,66,24.52,16.0,0,Debit Card,True,4,0.44,0,0.094,5.7,55.65,0
100157,2020-11-24,Thailand,Phuket,Female,57.0,Basic,60,34.3,17.0,1,Credit Card,False,3,0.151,1,0.078,4.2,39.51,0
100158,2019-03-12,Malaysia,Ipoh,Male,34.0,Basic,81,31.72,11.0,1,Debit Card,False,4,0.295,0,0.097,5.1,62.99,0
100159,2020-12-21,Thailand,Phuket,Male,36,Standard,59,35.24,17.0,1,Debit Card,True,2,0.104,0,0.076,6.9,79.23,0
100160,2023-10-01,Malaysia,Penang,Male,40.0,Basic,25,11.7,22.0,0,Debit Card,False,2,0.456,0,0.059,6.1,36.86,0
100161,2023-12-04,Indonesia,Jakarta,female,43.0,Standard,23,18.81,12.0,1,Bank Transfer,True,2,0.244,0,0.14,5.4,60.36,0
100162,2023-09-26,Indonesia,Medan,Female,36.0,Premium,25,24.95,17.0,0,Debit Card,False,2,0.472,1,0.097,4.4,57.45,0
100163,2024-10-21,Indonesia,Medan,,40.0,Basic,12,3.53,19.0,1,Bank Transfer,True,3,0.085,0,0.135,5.5,31.65,0
100164,2018-04-11,Malaysia,Penang,Male,37.0,Basic,92,21.78,25.0,2,PayPal,False,4,0.303,1,0.036,7.4,25.25,0
100165,2021-07-26,Vietnam,Hai Phong,Male,28.0,Standard,52,17.75,19.0,2,Debit Card,True,2,0.282,1,0.103,7.8,37.69,0
100166,2023-11-25,Malaysia,Johor Bahru,Female,26.0,Premium,23,20.03,15.0,1,Debit Card,True,5,0.146,0,0.052,5.3,49.22,0
100167,2020-09-09,Malaysia,Shah Alam,Female,41.0,Premium,62,24.14,12.0,0,Credit Card,False,1,0.077,0,0.133,7.3,52.6,0
100168,2024-08-03,Malaysia,Penang,Female,49.0,Basic,15,19.3,16.0,1,PayPal,False,3,0.429,0,0.105,3.9,64.66,0
100169,2020-06-05,Indonesia,Bandung,Female,20.0,VIP,66,13.28,12.0,0,Bank Transfer,True,4,0.169,1,0.055,3.9,69.32,0
100170,2020-03-10,Indonesia,Surabaya,Male,22.0,Basic,68,27.64,14.0,0,Debit Card,True,2,0.349,1,0.082,6.4,40.75,0
100171,2020-10-22,Malaysia,Shah Alam,female,22.0,Basic,61,13.19,16.0,0,Credit Card,True,2,0.372,0,0.082,5.6,58.14,0
100172,2022-02-24,Singapore,Woodlands,Female,42.0,Basic,45,21.1,15.0,0,PayPal,True,1,0.242,0,0.114,6.5,65.62,0
100173,2023-03-19,Malaysia,Kuala Lumpur,Male,43.0,Basic,32,,21.0,0,Bank Transfer,False,1,0.218,0,0.003,8.1,65.77,0
100174,2023-03-29,Indonesia,Denpasar,Male,26.0,Standard,31,27.47,18.0,0,Debit Card,False,4,0.399,1,0.0,5.7,58.98,0
100175,2021-07-19,Malaysia,Penang,Male,55.0,Standard,52,9.41,19.0,0,PayPal,False,3,0.42,1,0.008,5.8,49.62,0
100176,2021-03-13,Thailand,Bangkok,Male,32.0,Premium,56,21.21,19.0,1,PayPal,True,2,0.514,0,0.145,5.7,47.89,0
100177,2019-03-11,Malaysia,Penang,Female,48.0,Standard,81,24.46,,0,Credit Card,True,6,0.422,0,0.118,7.4,47.24,0
100178,2022-01-14,Philippines,Manila,Male,,Basic,46,24.22,17.0,1,Credit Card,True,5,0.312,0,0.023,5.6,58.25,0
100179,2025-04-05,Malaysia,Ipoh,Male,26,Standard,7,30.59,20.0,1,,True,5,0.387,0,0.151,5.9,68.34,0
100180,2025-02-26,Malaysia,Kuala Lumpur,Male,31.0,Basic,8,28.62,19.0,0,Debit Card,True,3,0.357,0,0.076,6.4,54.14,0
100181,2020-07-04,Malaysia,Penang,,27.0,Standard,65,25.62,25.0,0,Debit Card,False,3,0.143,0,,8.9,65.32,0
100182,2024-03-25,Philippines,Quezon City,Male,23.0,Basic,19,6.07,,1,E-Wallet,False,2,0.367,1,0.119,6.4,58.92,0
100183,2019-06-29,Vietnam,Ho Chi Minh,Female,33.0,Basic,77,26.61,12.0,1,PayPal,True,4,0.194,0,0.009,5.7,33.02,0
100184,2021-05-22,Malaysia,Johor Bahru,Male,24.0,Basic,54,31.67,17.0,2,Credit Card,True,4,0.37,0,0.094,3.5,56.21,0
