customer_id,signup_date,country,city,gender,age,membership_tier,tenure_months,avg_session_length,sessions_per_month,support_tickets,last_payment_method,is_mobile_user,num_devices,email_click_rate,referral_count,discount_rate,satisfaction_score,monthly_spend,churn
100028,2020-04-23,indonesia,denpasar,Female,43,standard,67,26.58,25,1,bank transfer,True,5,0.431,1,0.002,4.9,73.17,0
100029,2023-10-04,malaysia,ipoh,Female,20,standard,25,19.3,14,2,credit card,True,3,0.091,1,0.071,4.7,61.49,0
100030,2025-09-09,indonesia,denpasar,Female,35,basic,2,41.25,10,1,credit card,True,5,0.446,1,0.12,3.9,47.33,0
100031,2023-06-23,malaysia,kuala lumpur,Female,35,basic,28,6.56,17,1,paypal,True,7,0.379,1,0.032,5.6,50.35,0
100032,2024-04-22,malaysia,ipoh,Male,32,premium,18,24.5,21,0,credit card,True,5,0.149,0,0.103,6.8,223.1386734785758,0
100033,2025-01-25,philippines,quezon city,Unknown,30,vip,9,25.06,18,1,paypal,True,4,0.182,0,0.052,5.8,68.33,0
100034,2024-10-05,brunei,tutong,Male,29,basic,13,17.2,20,0,credit card,False,1,0.31,0,0.0,6.0,50.96,0
100035,2022-06-27,vietnam,da nang,Male,38,basic,41,19.93,14,1,e-wallet,True,3,0.1,0,0.125,5.9,28.58,0
100036,2024-04-30,malaysia,ipoh,Other,26,basic,18,18.3,13,1,debit card,True,2,0.563,1,0.067,2.4,35.17,0
100037,2025-08-27,malaysia,ipoh,Female,36,basic,2,14.23,19,0,bank transfer,True,2,0.222,0,0.037,5.6,85.35,0
100038,2018-08-21,thailand,chiang mai,Male,30,basic,87,14.55,24,0,paypal,True,4,0.171,0,0.089,8.4,42.25,0
100039,2025-06-20,singapore,central,Male,31,basic,4,20.72,16,1,e-wallet,False,3,0.076,0,0.145,6.4,57.31,0
100040,2018-08-21,malaysia,johor bahru,Male,37,standard,87,27.4,19,1,debit card,False,6,0.059,1,0.035,5.9,52.17,0
100041,2019-07-12,singapore,yishun,Male,31,standard,77,16.76,14,0,credit card,True,3,0.498,1,0.09,4.5,79.0,0
100042,2025-06-21,malaysia,penang,Male,46,premium,4,3.29,18,1,debit card,True,1,0.245,0,0.15,6.8,20.01,0
100043,2023-05-04,philippines,manila,Female,34,standard,30,21.25,24,0,e-wallet,True,1,0.291,1,0.038,7.4,64.11,0
100044,2021-12-30,malaysia,johor bahru,Female,44,basic,46,24.27,25,1,bank transfer,True,4,0.296,0,0.14,6.3,47.68,0
100045,2018-12-01,indonesia,surabaya,Female,28,basic,84,20.05,19,0,debit card,True,4,0.492,1,0.115,7.1,40.82,0
100046,2024-09-17,malaysia,ipoh,Male,28,premium,13,22.34,20,0,bank transfer,True,2,0.292,1,0.063,7.0,65.95,0
100047,2018-09-13,indonesia,surabaya,Male,20,premium,87,29.37,18,0,paypal,True,4,0.479,0,0.048,5.9,66.85,0
100048,2020-12-25,indonesia,bandung,Female,31,standard,59,21.45,13,0,e-wallet,True,3,0.252,0,0.079,7.5,59.5,0
100049,2020-02-11,malaysia,johor bahru,Unknown,33,basic,69,28.53,19,1,credit card,True,3,0.071,0,0.118,5.8,57.07,0
100050,2020-08-03,brunei,tutong,Female,36,premium,64,24.48,11,0,credit card,True,3,0.167,0,0.117,5.0,57.26,0
100051,2021-01-16,thailand,chiang mai,Female,41,basic,58,14.48,19,0,credit card,False,4,0.158,0,0.087,7.0,54.8,0
100052,2018-11-07,philippines,manila,Female,41,basic,85,30.93,26,0,paypal,False,2,0.125,0,0.116,10.0,69.64,0
100053,2022-05-14,philippines,manila,Female,45,premium,42,11.22,24,0,paypal,False,6,0.289,0,0.074,6.3,64.86,0
100054,2025-06-22,indonesia,denpasar,Male,27,premium,4,5.27,16,1,paypal,True,2,0.5,0,0.023,4.5,90.09,0
100055,2021-07-05,philippines,baguio,Female,35,standard,52,22.8,13,3,unknown,True,6,0.379,1,0.0,4.0,66.27,0
100056,2022-05-01,malaysia,shah alam,Male,26,basic,42,26.79,16,1,debit card,False,2,0.245,0,0.016,5.1,68.01,0
100057,2023-12-17,malaysia,kuala lumpur,Male,39,standard,23,21.94,18,2,credit card,True,4,0.213,0,0.043,6.4,62.88,0
100058,2025-09-29,malaysia,kuala lumpur,Female,51,standard,1,12.34,12,2,bank transfer,True,2,0.13,0,0.0,4.2,47.32,0
100059,2024-07-01,malaysia,kuala lumpur,Male,24,standard,16,23.17,18,1,credit card,False,2,0.447,1,0.118,5.0,30.76,0
100060,2020-02-29,malaysia,kuala lumpur,Male,41,standard,69,8.71,18,1,e-wallet,True,3,0.488,0,0.108,5.0,55.66,0
100061,2023-08-27,malaysia,johor bahru,Male,44,vip,26,24.79,21,0,credit card,True,3,0.092,1,0.134,9.0,75.18,0
100062,2025-07-09,vietnam,ho chi minh,Male,27,basic,4,22.71,15,1,credit card,True,5,0.181,0,0.046,4.4,45.43,0
100063,2018-12-08,malaysia,penang,Male,39,basic,84,26.35,21,2,credit card,True,5,0.339,0,0.157,6.5,61.21,0
100064,2020-09-29,malaysia,shah alam,Male,32,basic,62,28.31,12,2,credit card,True,2,0.284,0,0.015,4.7,67.08,0
100065,2020-04-17,indonesia,surabaya,Male,34,standard,67,26.26,21,0,e-wallet,True,3,0.053,0,0.083,8.5,54.01,0
100066,2019-09-20,malaysia,kuala lumpur,Male,31,standard,74,11.35,13,1,credit card,True,2,0.407,0,0.1,4.9,8.29,0
100067,2025-09-19,vietnam,hanoi,Other,33,standard,1,17.92,15,1,credit card,False,6,0.286,1,0.009,5.7,67.24,0
100068,2021-06-26,malaysia,ipoh,Male,45,basic,53,12.89,13,3,e-wallet,True,4,0.023,1,0.185,6.0,53.6,0
100069,2019-12-11,brunei,unknown,Male,34,premium,72,3.0,17,0,paypal,True,5,0.078,1,0.051,7.0,67.86,0
100070,2020-01-09,thailand,pattaya,Female,30,basic,71,27.95,20,0,e-wallet,True,3,0.188,0,0.096,8.5,42.49,0
100071,2024-02-03,malaysia,kuala lumpur,Female,36,basic,21,27.09,15,0,credit card,True,4,0.292,0,0.106,5.2,44.66,0
100072,2022-11-14,malaysia,shah alam,Unknown,18,standard,36,21.94,27,0,credit card,True,6,0.379,0,0.104,6.8,59.66,0
100073,2020-08-03,vietnam,da nang,Male,28,basic,64,15.72,16,2,credit card,True,5,0.086,0,0.086,4.0,53.94,0
100074,2024-08-01,thailand,chiang mai,Female,46,standard,15,21.74,15,0,credit card,False,1,0.494,0,0.09,6.7,45.01,0
100075,2019-05-10,thailand,bangkok,Female,34,basic,79,17.6,20,0,credit card,True,8,0.272,0,0.146,6.7,38.26,0
100076,2018-02-04,thailand,phuket,Female,31,basic,94,30.81,18,0,e-wallet,True,2,0.189,0,0.091,9.2,74.54,0
100077,2021-12-01,malaysia,kuala lumpur,Female,37,basic,47,18.92,18,2,e-wallet,True,3,0.392,0,0.058,4.0,58.05,0
100078,2023-06-15,malaysia,ipoh,Female,35,basic,29,15.25,23,0,e-wallet,True,4,0.252,0,0.027,8.2,60.38,0
100079,2020-03-28,malaysia,shah alam,Female,47,basic,68,25.45,18,2,credit card,False,3,0.583,0,0.142,5.1,63.2,0
100080,2018-01-10,vietnam,can tho,Female,31,basic,95,14.73,19,0,credit card,False,5,0.235,1,0.146,6.8,64.73,0
100081,2020-09-12,indonesia,bandung,Male,31,standard,62,27.65,18,1,credit card,True,4,0.272,0,0.079,4.6,61.99,0
100082,2022-10-04,malaysia,ipoh,Female,33,basic,37,21.53,22,0,credit card,True,6,0.049,0,0.116,7.4,60.24,0
100083,2025-01-22,malaysia,unknown,Female,44,standard,9,29.29,21,1,debit card,True,2,0.453,0,0.153,5.7,44.4,0
100084,2022-04-08,malaysia,ipoh,Male,36,standard,43,29.98,19,0,paypal,True,3,0.228,0,0.111,6.0,66.17,0
100085,2023-11-13,malaysia,kuala lumpur,Other,54,premium,24,11.57,18,0,debit card,True,2,0.263,0,0.055,5.9,57.69,0
100086,2025-03-08,thailand,chiang mai,Male,34,premium,8,22.52,14,0,bank transfer,False,5,0.231,0,0.076,6.9,67.57,0
100087,2019-03-26,indonesia,denpasar,Male,51,basic,80,21.63,18,1,e-wallet,True,6,0.09,0,0.09,5.9,61.89,0
100088,2021-05-28,philippines,quezon city,Female,27,basic,54,21.08,14,1,bank transfer,False,4,0.073,2,0.072,8.2,5.57,0
100089,2023-11-14,singapore,unknown,Male,22,standard,24,31.28,15,0,credit card,True,4,0.498,4,0.098,6.5,67.3,0
100090,2020-05-14,malaysia,shah alam,Male,34,standard,66,21.87,14,0,e-wallet,True,2,0.227,0,0.064,6.9,33.88,0
100091,2022-12-06,thailand,hat yai,Male,45,basic,35,10.91,21,2,e-wallet,True,5,0.265,1,0.017,6.8,40.57,0
100092,2025-06-09,thailand,hat yai,Male,31,standard,5,18.33,16,1,credit card,True,3,0.289,0,0.135,7.9,52.37,0
100093,2018-07-26,indonesia,denpasar,Unknown,29,premium,88,16.4,15,2,credit card,True,6,0.158,0,0.07,4.7,32.76,0
100094,2022-12-15,thailand,bangkok,Male,44,standard,35,18.7,17,1,credit card,True,5,0.206,0,0.054,5.8,64.95,0
100095,2020-04-29,singapore,tampines,Male,41,standard,67,21.88,16,0,e-wallet,True,2,0.234,0,0.086,9.2,75.57,0
100096,2018-09-03,indonesia,medan,Other,28,basic,87,16.42,18,0,credit card,False,2,0.111,0,0.068,7.1,56.88,0
100097,2022-10-01,singapore,central,Other,27,basic,37,26.9,29,1,debit card,True,4,0.336,1,0.076,7.1,73.66,0
100098,2023-06-21,malaysia,shah alam,Male,42,basic,29,34.16,11,0,paypal,True,3,0.481,1,0.091,6.7,37.48,0
100099,2023-11-01,malaysia,kuala lumpur,Female,20,basic,24,23.41,17,1,bank transfer,False,3,0.305,0,0.051,6.4,37.02,0
100100,2018-11-13,malaysia,ipoh,Male,45,premium,85,28.3,29,2,debit card,False,5,0.231,0,0.09,6.2,64.37,0
100101,2025-05-16,indonesia,medan,Male,41,basic,5,14.04,24,0,paypal,False,2,0.231,0,0.01,7.5,34.81,0
100102,2024-08-14,malaysia,ipoh,Male,18,basic,15,21.94,22,1,paypal,True,3,0.453,1,0.042,6.7,67.73,0
100103,2025-08-28,singapore,woodlands,Female,35,basic,2,32.96,13,0,unknown,True,3,0.313,1,0.069,6.9,52.33,0
100104,2022-09-16,philippines,davao,Female,18,standard,38,31.79,26,1,e-wallet,False,5,0.007,1,0.068,8.7,72.78,0
100105,2025-05-01,malaysia,kuala lumpur,Male,24,standard,6,17.34,12,0,credit card,True,5,0.129,0,0.115,5.5,65.39,0
100106,2024-02-06,singapore,jurong,Male,35,standard,21,31.91,14,1,credit card,True,3,0.129,0,0.073,7.7,49.31,0
100107,2022-12-12,thailand,bangkok,Male,24,premium,35,36.08,19,3,debit card,True,4,0.206,0,0.12,6.7,69.99,0
100108,2025-04-03,malaysia,penang,Female,55,standard,7,17.51,10,0,paypal,True,4,0.335,1,0.084,7.3,41.95,0
100109,2019-08-23,malaysia,shah alam,Female,43,basic,75,27.61,26,0,bank transfer,True,3,0.084,0,0.117,6.8,59.0,0
100110,2021-01-11,malaysia,penang,Male,47,standard,58,17.39,21,1,paypal,False,1,0.215,0,0.0,7.0,68.39,0
100111,2022-04-05,malaysia,penang,Female,34,premium,43,11.15,16,1,credit card,True,3,0.191,0,0.099,5.2,46.71,0
100112,2020-04-20,philippines,manila,Male,35,basic,67,20.29,17,2,paypal,True,4,0.135,1,0.098,6.5,14.92,0
100113,2018-12-14,vietnam,da nang,Female,49,basic,84,17.5,15,0,credit card,False,1,0.583,0,0.128,6.1,19.23,0
100114,2021-07-19,indonesia,denpasar,Female,39,premium,52,20.91,17,1,e-wallet,True,4,0.193,0,0.166,7.3,64.5,0
100115,2018-11-27,vietnam,hanoi,Male,41,basic,84,3.0,20,1,e-wallet,True,7,0.262,2,0.052,6.0,30.02,0
100116,2019-09-02,vietnam,can tho,Female,27,standard,75,21.94,15,0,credit card,True,4,0.21,0,0.182,5.9,48.49,0
100117,2023-04-29,malaysia,penang,Female,27,premium,30,20.14,16,2,debit card,True,3,0.194,0,0.026,5.9,87.01,0
100118,2020-01-14,philippines,baguio,Male,37,basic,70,28.0,15,0,debit card,False,3,0.318,0,0.083,6.0,78.71,0
100119,2019-07-23,indonesia,surabaya,Male,38,standard,76,18.33,16,0,unknown,False,2,0.181,0,0.113,7.9,89.81,0
100120,2022-08-12,vietnam,hanoi,Female,26,basic,39,35.86,18,0,credit card,True,1,0.088,0,0.084,7.8,82.81,0
100121,2024-09-02,philippines,davao,Male,38,basic,14,18.5,9,1,debit card,False,1,0.165,0,0.074,4.6,34.14,0
100122,2020-08-28,malaysia,johor bahru,Male,24,standard,63,22.9,15,2,debit card,True,4,0.654,0,0.145,4.1,28.26,0
100123,2020-01-17,malaysia,kuala lumpur,Male,35,basic,70,14.14,22,2,credit card,True,4,0.37,0,0.023,6.5,70.48,0
100124,2023-12-25,malaysia,johor bahru,Female,22,standard,22,22.78,16,1,credit card,True,5,0.143,0,0.091,4.7,54.9,0
100125,2022-10-31,singapore,woodlands,Female,47,basic,36,24.15,20,0,debit card,True,3,0.283,0,0.022,9.1,53.82,0
100126,2021-10-16,vietnam,hai phong,Female,32,basic,49,17.47,10,0,credit card,True,4,0.286,1,0.013,6.3,20.25,0
100127,2024-05-18,vietnam,hai phong,Female,29,basic,18,28.07,14,0,e-wallet,True,3,0.322,1,0.025,7.1,42.46,0
100128,2021-05-10,malaysia,ipoh,Male,25,premium,54,17.5,16,1,credit card,True,4,0.1,0,0.14,5.5,81.87,0
100129,2020-10-15,singapore,jurong,Female,24,basic,61,31.07,19,3,credit card,True,3,0.325,1,0.042,5.2,30.97,0
100130,2025-08-23,singapore,central,Female,39,basic,2,11.04,14,0,credit card,False,2,0.293,0,0.038,4.1,37.27,0
100131,2025-01-22,malaysia,kuala lumpur,Male,44,standard,9,21.48,16,0,paypal,True,3,0.282,0,0.137,6.9,45.5,0
100132,2018-01-16,malaysia,ipoh,Male,43,standard,95,43.02,19,1,credit card,True,3,0.47,0,0.057,5.9,69.84,0
100133,2019-07-22,malaysia,kuala lumpur,Male,48,basic,76,3.0,18,1,credit card,False,3,0.202,2,0.058,6.9,22.16,0
100134,2023-07-18,philippines,quezon city,Female,51,premium,28,29.63,20,2,debit card,True,7,0.17,0,0.192,7.5,82.71,0
100135,2022-06-02,malaysia,johor bahru,Female,44,vip,41,24.53,27,0,credit card,False,2,0.128,0,0.045,8.8,84.47,0
100136,2023-09-09,singapore,central,Female,30,basic,26,19.54,15,0,e-wallet,False,2,0.049,1,0.057,7.4,57.17,0
100137,2022-03-23,thailand,bangkok,Other,37,basic,44,30.8,23,1,credit card,True,4,0.08,0,0.073,8.6,42.04,0
100138,2023-04-16,malaysia,penang,Male,18,premium,31,25.42,23,0,credit card,False,8,0.385,0,0.182,4.8,64.02,0
100139,2025-06-04,brunei,kuala belait,Female,41,basic,5,19.64,28,1,credit card,True,4,0.033,0,0.054,6.1,58.81,0
100140,2023-09-01,brunei,kuala belait,Unknown,36,premium,26,21.94,16,1,credit card,True,2,0.354,0,0.0,7.3,50.54,0
100141,2021-12-25,malaysia,johor bahru,Male,49,basic,47,18.62,10,2,debit card,True,2,0.511,1,0.116,3.6,31.79,0
100142,2022-08-30,singapore,woodlands,Female,28,standard,38,20.03,18,3,debit card,True,4,0.023,0,0.026,4.8,42.7,0
100143,2025-05-31,malaysia,shah alam,Male,40,vip,5,21.94,17,2,credit card,True,4,0.319,0,0.081,6.2,66.58,0
100144,2021-12-04,malaysia,shah alam,Female,26,basic,47,15.64,16,1,paypal,False,4,0.103,0,0.02,6.9,57.39,0
100145,2018-11-21,malaysia,johor bahru,Female,34,basic,84,23.2,18,0,credit card,True,2,0.136,1,0.059,8.9,40.13,0
100146,2021-08-14,indonesia,surabaya,Female,20,standard,51,16.79,9,0,e-wallet,True,2,0.428,0,0.062,7.2,26.05,0
100147,2024-02-07,singapore,tampines,Female,35,premium,21,23.09,22,1,paypal,False,5,0.214,0,0.137,8.1,59.48,0
100148,2018-05-02,malaysia,kuala lumpur,Male,44,basic,91,37.3,12,0,debit card,True,3,0.387,1,0.0,4.8,154.8142337170208,0
100149,2023-12-12,malaysia,ipoh,Female,31,premium,23,28.83,22,0,e-wallet,False,4,0.272,1,0.073,7.0,58.92,0
100150,2022-01-16,philippines,baguio,Male,37,standard,46,21.69,22,0,paypal,False,6,0.212,2,0.129,8.8,49.4,0
100151,2018-09-23,malaysia,kuala lumpur,Female,35,vip,86,12.55,19,0,bank transfer,False,2,0.212,0,0.142,9.2,78.88,0
100152,2018-01-28,malaysia,penang,Female,29,standard,94,23.13,24,0,e-wallet,True,4,0.352,0,0.077,8.6,75.84,0
100153,2021-07-06,singapore,central,Female,35,standard,52,36.29,17,2,bank transfer,True,3,0.152,0,0.028,6.4,52.86,0
100154,2023-10-26,brunei,bandar seri begawan,Male,31,premium,24,13.94,17,1,credit card,True,4,0.216,0,0.181,6.9,38.98,0
100155,2019-03-08,malaysia,ipoh,Female,44,basic,81,4.44,20,3,credit card,False,3,0.416,0,0.063,4.5,11.41,0
100156,2020-05-28,indonesia,bandung,Female,33,premium,66,24.52,16,0,debit card,True,4,0.44,0,0.094,5.7,55.65,0
100157,2020-11-24,thailand,phuket,Female,57,basic,60,34.3,17,1,credit card,False,3,0.151,1,0.078,4.2,39.51,0
100158,2019-03-12,malaysia,ipoh,Male,34,basic,81,31.72,11,1,debit card,False,4,0.295,0,0.097,5.1,62.99,0
100159,2020-12-21,thailand,phuket,Male,36,standard,59,35.24,17,1,debit card,True,2,0.104,0,0.076,6.9,79.23,0
100160,2023-10-01,malaysia,penang,Male,40,basic,25,11.7,22,0,debit card,False,2,0.456,0,0.059,6.1,36.86,0
100161,2023-12-04,indonesia,jakarta,Female,43,standard,23,18.81,12,1,bank transfer,True,2,0.244,0,0.14,5.4,60.36,0
100162,2023-09-26,indonesia,medan,Female,36,premium,25,24.95,17,0,debit card,False,2,0.472,1,0.097,4.4,57.45,0
100163,2024-10-21,indonesia,medan,Unknown,40,basic,12,3.53,19,1,bank transfer,True,3,0.085,0,0.135,5.5,31.65,0
100164,2018-04-11,malaysia,penang,Male,37,basic,92,21.78,25,2,paypal,False,4,0.303,1,0.036,7.4,25.25,0
100165,2021-07-26,vietnam,hai phong,Male,28,standard,52,17.75,19,2,debit card,True,2,0.282,1,0.103,7.8,37.69,0
100166,2023-11-25,malaysia,johor bahru,Female,26,premium,23,20.03,15,1,debit card,True,5,0.146,0,0.052,5.3,49.22,0
100167,2020-09-09,malaysia,shah alam,Female,41,premium,62,24.14,12,0,credit card,False,1,0.077,0,0.133,7.3,52.6,0
100168,2024-08-03,malaysia,penang,Female,49,basic,15,19.3,16,1,paypal,False,3,0.429,0,0.105,3.9,64.66,0
100169,2020-06-05,indonesia,bandung,Female,20,vip,66,13.28,12,0,bank transfer,True,4,0.169,1,0.055,3.9,69.32,0
100170,2020-03-10,indonesia,surabaya,Male,22,basic,68,27.64,14,0,debit card,True,2,0.349,1,0.082,6.4,40.75,0
100171,2020-10-22,malaysia,shah alam,Female,22,basic,61,13.19,16,0,credit card,True,2,0.372,0,0.082,5.6,58.14,0
100172,2022-02-24,singapore,woodlands,Female,42,basic,45,21.1,15,0,paypal,True,1,0.242,0,0.114,6.5,65.62,0
100173,2023-03-19,malaysia,kuala lumpur,Male,43,basic,32,21.94,21,0,bank transfer,False,1,0.218,0,0.003,8.1,65.77,0
100174,2023-03-29,indonesia,denpasar,Male,26,standard,31,27.47,18,0,debit card,False,4,0.399,1,0.0,5.7,58.98,0
100175,2021-07-19,malaysia,penang,Male,55,standard,52,9.41,19,0,paypal,False,3,0.42,1,0.008,5.8,49.62,0
100176,2021-03-13,thailand,bangkok,Male,32,premium,56,21.21,19,1,paypal,True,2,0.514,0,0.145,5.7,47.89,0
100177,2019-03-11,malaysia,penang,Female,48,standard,81,24.46,18,0,credit card,True,6,0.422,0,0.118,7.4,47.24,0
100178,2022-01-14,philippines,manila,Male,35,basic,46,24.22,17,1,credit card,True,5,0.312,0,0.023,5.6,58.25,0
100179,2025-04-05,malaysia,ipoh,Male,26,standard,7,30.59,20,1,unknown,True,5,0.387,0,0.151,5.9,68.34,0
100180,2025-02-26,malaysia,kuala lumpur,Male,31,basic,8,28.62,19,0,debit card,True,3,0.357,0,0.076,6.4,54.14,0
100181,2020-07-04,malaysia,penang,Unknown,27,standard,65,25.62,25,0,debit card,False,3,0.143,0,0.079,8.9,65.32,0
100182,2024-03-25,philippines,quezon city,Male,23,basic,19,6.07,18,1,e-wallet,False,2,0.367,1,0.119,6.4,58.92,0
100183,2019-06-29,vietnam,ho chi minh,Female,33,basic,77,26.61,12,1,paypal,True,4,0.194,0,0.009,5.7,33.02,0
100184,2021-05-22,malaysia,johor bahru,Male,24,basic,54,31.67,17,2,credit card,True,4,0.37,0,0.094,3.5,56.21,0
100185,2019-10-10,indonesia,surabaya,Male,33,premium,74,15.79,19,2,credit card,True,5,0.38,0,0.088,6.7,56.44,0
100186,2024-04-14,vietnam,da nang,Male,52,standard,19,31.29,17,1,bank transfer,True,4,0.394,1,0.028,6.4,75.49,0
100187,2021-12-02,indonesia,unknown,Male,41,premium,47,29.24,18,0,credit card,False,3,0.083,1,0.104,8.9,62.83,0
100188,2020-12-12,indonesia,denpasar,Male,30,basic,59,16.37,19,0,credit card,True,5,0.24,0,0.065,6.3,8.6,0
100189,2022-05-19,malaysia,shah alam,Male,29,vip,42,17.78,17,0,credit card,True,4,0.231,0,0.075,7.3,62.28,0
100190,2024-06-19,malaysia,shah alam,Female,31,basic,16,14.3,14,1,credit card,True,5,0.051,0,0.043,3.3,19.95,0
100191,2018-02-06,philippines,cebu,Female,54,standard,94,30.47,21,0,credit card,True,2,0.128,0,0.045,7.3,60.68,0
100192,2019-12-25,philippines,manila,Male,25,basic,71,16.52,15,0,debit card,True,6,0.4,0,0.107,5.6,59.5,0
100193,2022-03-28,indonesia,bandung,Male,35,basic,44,16.67,15,0,credit card,False,3,0.18,1,0.079,8.3,59.26,0
100194,2020-09-06,malaysia,penang,Female,39,premium,62,20.12,23,3,debit card,True,2,0.126,0,0.163,6.4,56.09,0
100195,2018-03-25,malaysia,penang,Female,46,standard,92,12.99,8,1,credit card,False,3,0.157,0,0.12,4.3,46.37,0
100196,2021-01-22,thailand,unknown,Male,32,premium,58,25.91,17,0,bank transfer,True,4,0.19,0,0.055,7.3,71.01,0
100197,2021-09-27,philippines,quezon city,Female,26,basic,50,19.63,10,0,credit card,True,3,0.123,0,0.088,6.3,40.99,0
100198,2019-12-20,philippines,manila,Female,38,standard,71,30.78,14,0,bank transfer,True,2,0.239,1,0.19,4.0,39.47,0
100199,2019-07-04,thailand,chiang mai,Female,47,basic,77,28.81,16,0,credit card,True,5,0.207,0,0.093,5.5,49.7,0
100200,2021-10-03,indonesia,medan,Male,33,basic,49,35.05,15,2,credit card,True,3,0.223,0,0.049,7.8,25.25,0
100201,2025-07-25,malaysia,penang,Male,27,premium,3,9.45,17,0,paypal,True,4,0.285,0,0.052,6.4,224.56364776325336,0
100202,2019-08-10,malaysia,johor bahru,Male,36,standard,76,11.78,19,0,unknown,True,4,0.022,0,0.0,6.9,102.41,0
100203,2023-02-08,philippines,cebu,Female,20,vip,33,22.02,16,3,credit card,False,3,0.525,0,0.04,5.7,88.84,0
100204,2018-06-01,indonesia,bandung,Female,33,basic,90,22.94,19,0,paypal,True,3,0.192,0,0.046,6.4,59.49,0
100205,2020-11-27,malaysia,ipoh,Male,46,vip,60,19.69,21,0,credit card,True,1,0.346,1,0.145,7.0,54.3,0
100206,2024-01-22,malaysia,johor bahru,Female,43,standard,21,35.13,21,0,credit card,True,5,0.417,0,0.082,7.4,71.38,0
100207,2022-04-17,indonesia,jakarta,Female,34,standard,43,18.79,20,2,unknown,False,3,0.06,0,0.079,5.8,53.3,0
